invoice_id,customer_id,amount,issue_date,due_date,days_overdue,status
INV000182,CUST009731,9800.0,2026-06-01,2026-07-01,61,overdue
INV000183,CUST003595,179900.0,2026-05-17,2026-06-16,76,overdue
INV000184,CUST005201,65600.0,2026-04-13,2026-05-13,110,overdue
INV000185,CUST000902,91000.0,2026-07-26,2026-08-25,6,paid
INV000186,CUST007558,153100.0,2026-06-12,2026-08-11,20,overdue
INV000187,CUST003442,53400.0,2026-04-11,2026-04-26,127,written_off
INV000188,CUST009789,21900.0,2026-05-14,2026-06-28,64,overdue
INV000189,CUST000938,55000.0,2026-03-31,2026-05-15,108,overdue
INV000190,CUST006765,117400.0,2026-06-06,2026-07-06,56,overdue
INV000191,CUST001026,45400.0,2026-05-05,2026-06-04,88,paid
INV000192,CUST008938,68500.0,2026-04-21,2026-05-21,102,paid
INV000193,CUST001814,129500.0,2026-07-16,2026-09-14,-10,not_yet_due
INV000194,CUST006988,266900.0,2026-02-24,2026-04-10,143,paid
INV000195,CUST000267,25900.0,2026-07-12,2026-08-26,5,overdue
INV000196,CUST002809,39600.0,2026-06-15,2026-06-30,62,overdue
INV000197,CUST003300,145100.0,2026-07-13,2026-08-12,19,paid
INV000198,CUST006784,207900.0,2026-07-29,2026-08-28,3,overdue
INV000199,CUST001587,110600.0,2026-03-19,2026-05-18,105,paid
INV000200,CUST006978,5900.0,2026-03-18,2026-04-17,136,written_off
INV000201,CUST000583,38100.0,2026-05-07,2026-06-21,71,written_off
INV000202,CUST000209,20000.0,2026-08-11,2026-09-10,-10,written_off
INV000203,CUST000261,16500.0,2026-07-13,2026-07-28,34,written_off
INV000204,CUST001236,37000.0,2026-06-27,2026-07-12,50,overdue
INV000205,CUST001686,193000.0,2026-06-23,2026-07-23,39,overdue
INV000206,CUST003665,180300.0,2026-02-24,2026-04-10,143,overdue
INV000207,CUST004421,69700.0,2026-02-28,2026-04-14,139,overdue
INV000208,CUST009998,20400.0,2026-07-27,2026-08-26,5,overdue
INV000209,CUST005062,18600.0,2026-03-01,2026-03-31,153,written_off
INV000210,CUST002296,112800.0,2026-03-17,2026-04-16,137,paid
INV000211,CUST009361,204500.0,2026-02-17,2026-03-19,165,overdue
INV000212,CUST006065,55400.0,2026-05-15,2026-06-14,78,overdue
INV000213,CUST003192,173900.0,2026-03-28,2026-05-12,111,paid
INV000214,CUST002328,29700.0,2026-06-20,2026-07-20,42,overdue
INV000215,CUST006056,149900.0,2026-07-13,2026-08-12,19,paid
INV000216,CUST005869,11800.0,2026-03-03,2026-03-18,166,overdue
INV000217,CUST004429,84900.0,2026-06-16,2026-07-16,46,paid
INV000218,CUST002817,70700.0,2026-07-18,2026-08-17,14,paid
INV000219,CUST009980,22100.0,2026-07-12,2026-07-27,35,written_off
INV000220,CUST007526,60400.0,2026-05-04,2026-06-18,74,overdue
INV000221,CUST007478,122000.0,2026-07-11,2026-08-10,21,paid
INV000222,CUST005286,49000.0,2026-02-14,2026-03-01,183,overdue
INV000223,CUST003661,174900.0,2026-04-04,2026-04-19,134,paid
INV000224,CUST004224,14800.0,2026-04-13,2026-05-13,110,written_off
INV000225,CUST005207,90100.0,2026-06-25,2026-08-24,7,overdue
INV000226,CUST009702,36300.0,2026-04-30,2026-05-30,93,overdue
INV000227,CUST006055,113200.0,2026-07-06,2026-07-21,41,paid
INV000228,CUST000656,92300.0,2026-07-16,2026-08-15,16,paid
INV000229,CUST006181,175200.0,2026-06-21,2026-08-05,26,paid
INV000230,CUST002597,14700.0,2026-08-01,2026-08-16,15,overdue
INV000231,CUST008924,167600.0,2026-05-08,2026-06-07,85,paid
INV000232,CUST001472,16100.0,2026-06-23,2026-08-22,9,written_off
INV000233,CUST008816,232300.0,2026-08-03,2026-09-02,-2,not_yet_due
INV000234,CUST005920,188400.0,2026-03-12,2026-04-26,127,overdue
INV000235,CUST002731,50200.0,2026-08-07,2026-10-06,-10,not_yet_due
INV000236,CUST004816,97200.0,2026-07-01,2026-07-16,46,overdue
INV000237,CUST000273,142200.0,2026-06-05,2026-07-05,57,paid
INV000238,CUST005976,203800.0,2026-04-22,2026-05-22,101,overdue
INV000239,CUST009715,272000.0,2026-05-09,2026-06-08,84,paid
INV000240,CUST003539,17500.0,2026-04-13,2026-04-28,125,written_off
INV000241,CUST005103,84000.0,2026-03-07,2026-05-06,117,paid
INV000242,CUST004218,155700.0,2026-04-07,2026-05-07,116,overdue
INV000243,CUST004781,292200.0,2026-06-07,2026-06-22,70,overdue
INV000244,CUST001871,122000.0,2026-06-07,2026-08-06,25,overdue
INV000245,CUST004769,40900.0,2026-07-14,2026-07-29,33,paid
INV000246,CUST002399,9600.0,2026-06-02,2026-08-01,30,written_off
INV000247,CUST001766,157200.0,2026-05-10,2026-05-25,98,paid
INV000248,CUST000372,48800.0,2026-08-06,2026-09-05,-5,not_yet_due
INV000249,CUST008361,28200.0,2026-03-05,2026-03-20,164,overdue
INV000250,CUST007758,154100.0,2026-05-27,2026-06-26,66,overdue
INV000251,CUST003260,53500.0,2026-06-04,2026-07-04,58,overdue
INV000252,CUST002217,21800.0,2026-06-19,2026-07-19,43,written_off
INV000253,CUST009795,24500.0,2026-05-05,2026-05-20,103,written_off
INV000254,CUST004648,47900.0,2026-04-12,2026-05-12,111,paid
INV000255,CUST007222,21000.0,2026-07-29,2026-08-28,3,written_off
INV000256,CUST008208,125000.0,2026-03-06,2026-04-20,133,paid
INV000257,CUST000196,16100.0,2026-03-12,2026-04-26,127,written_off
INV000258,CUST003435,112400.0,2026-05-22,2026-06-21,71,overdue
INV000259,CUST006277,51300.0,2026-08-02,2026-09-01,-1,not_yet_due
INV000260,CUST004207,23100.0,2026-06-18,2026-08-17,14,overdue
INV000261,CUST001529,5600.0,2026-04-12,2026-05-27,96,written_off
INV000262,CUST000589,34500.0,2026-04-16,2026-05-16,107,written_off
INV000263,CUST007147,84700.0,2026-08-10,2026-09-09,-9,not_yet_due
INV000264,CUST003011,43600.0,2026-06-20,2026-07-20,42,overdue
INV000265,CUST007995,132500.0,2026-07-17,2026-08-31,0,paid
INV000266,CUST007367,16700.0,2026-06-02,2026-08-01,30,written_off
INV000267,CUST002306,78300.0,2026-03-24,2026-04-23,130,overdue
INV000268,CUST005463,6700.0,2026-05-05,2026-06-04,88,overdue
INV000269,CUST007772,80700.0,2026-04-28,2026-06-27,65,written_off
INV000270,CUST003879,182500.0,2026-08-09,2026-09-08,-8,not_yet_due
INV000271,CUST001406,56200.0,2026-04-25,2026-05-10,113,paid
INV000272,CUST004082,231000.0,2026-06-19,2026-07-04,58,paid
INV000273,CUST004486,115100.0,2026-05-24,2026-07-23,39,paid
INV000274,CUST002505,107700.0,2026-06-16,2026-07-16,46,paid
INV000275,CUST009311,48100.0,2026-04-16,2026-05-31,92,overdue
INV000276,CUST003970,36300.0,2026-06-11,2026-06-26,66,overdue
INV000277,CUST005041,207600.0,2026-05-27,2026-06-11,81,paid
INV000278,CUST006143,23600.0,2026-04-12,2026-05-12,111,overdue
INV000279,CUST008641,228200.0,2026-08-04,2026-09-03,-3,not_yet_due
INV000280,CUST007101,28200.0,2026-07-05,2026-08-04,27,overdue
INV000281,CUST000213,64700.0,2026-04-19,2026-05-04,119,overdue
INV000282,CUST004687,36200.0,2026-07-03,2026-08-02,29,paid
INV000283,CUST001886,79200.0,2026-03-13,2026-03-28,156,paid
INV000284,CUST008306,54400.0,2026-06-01,2026-07-01,61,overdue
INV000285,CUST001555,330800.0,2026-03-29,2026-05-13,110,paid
INV000286,CUST004982,146600.0,2026-05-24,2026-06-23,69,paid
INV000287,CUST000287,90300.0,2026-05-15,2026-06-14,78,paid
INV000288,CUST009728,75900.0,2026-07-23,2026-09-06,-6,not_yet_due
INV000289,CUST006857,68800.0,2026-08-11,2026-08-26,5,overdue
INV000290,CUST000812,85100.0,2026-07-23,2026-08-22,9,paid
INV000291,CUST005157,87900.0,2026-06-16,2026-07-01,61,paid
INV000292,CUST005568,45800.0,2026-05-07,2026-06-06,86,written_off
INV000293,CUST002845,50500.0,2026-05-19,2026-06-18,74,overdue
INV000294,CUST009101,71300.0,2026-07-30,2026-08-29,2,overdue
INV000295,CUST005746,93400.0,2026-07-01,2026-08-15,16,overdue
INV000296,CUST005613,6300.0,2026-06-24,2026-07-24,38,overdue
INV000297,CUST008298,20400.0,2026-03-28,2026-04-27,126,overdue
INV000298,CUST005775,78400.0,2026-05-13,2026-06-27,65,overdue
INV000299,CUST005498,54500.0,2026-04-25,2026-05-10,113,overdue
INV000300,CUST004518,39400.0,2026-03-25,2026-05-24,99,paid
INV000301,CUST000076,112000.0,2026-04-05,2026-04-20,133,overdue
INV000302,CUST002321,73500.0,2026-05-15,2026-05-30,93,overdue
INV000303,CUST002555,73800.0,2026-03-10,2026-04-24,129,overdue
INV000304,CUST003210,33700.0,2026-04-12,2026-05-12,111,overdue
INV000305,CUST007426,28400.0,2026-05-08,2026-06-07,85,written_off
INV000306,CUST003060,31300.0,2026-08-01,2026-09-15,-10,not_yet_due
INV000307,CUST003266,74100.0,2026-04-10,2026-05-25,98,overdue
INV000308,CUST009784,71900.0,2026-03-23,2026-04-22,131,paid
INV000309,CUST006361,153400.0,2026-04-02,2026-05-17,106,overdue
INV000310,CUST008475,89200.0,2026-06-28,2026-07-28,34,paid
INV000311,CUST000941,158100.0,2026-06-25,2026-07-10,52,overdue
INV000312,CUST007256,226000.0,2026-05-17,2026-06-01,91,overdue
INV000313,CUST000931,27000.0,2026-03-01,2026-03-16,168,paid
INV000314,CUST003936,182200.0,2026-05-25,2026-06-24,68,overdue
INV000315,CUST004383,148300.0,2026-06-18,2026-08-02,29,overdue
INV000316,CUST005650,23200.0,2026-02-17,2026-03-19,165,overdue
INV000317,CUST003840,25300.0,2026-06-09,2026-07-09,53,overdue
INV000318,CUST001647,68500.0,2026-05-10,2026-06-24,68,paid
INV000319,CUST008225,70400.0,2026-06-06,2026-06-21,71,paid
INV000320,CUST000309,94500.0,2026-02-14,2026-03-31,153,overdue
INV000321,CUST000337,5500.0,2026-06-10,2026-07-10,52,overdue
INV000322,CUST004983,27700.0,2026-06-19,2026-07-19,43,paid
INV000323,CUST004991,57600.0,2026-07-04,2026-09-02,-2,not_yet_due
INV000324,CUST003572,20600.0,2026-07-10,2026-08-09,22,overdue
INV000325,CUST005909,47100.0,2026-06-16,2026-07-01,61,paid
INV000326,CUST006393,156100.0,2026-06-07,2026-06-22,70,overdue
INV000327,CUST000052,29000.0,2026-03-16,2026-04-30,123,paid
INV000328,CUST009792,31400.0,2026-04-18,2026-05-18,105,overdue
INV000329,CUST007697,57700.0,2026-07-23,2026-08-22,9,overdue
INV000330,CUST005964,149300.0,2026-04-15,2026-05-15,108,overdue
INV000331,CUST008350,31000.0,2026-08-10,2026-08-25,6,overdue
INV000332,CUST008331,44400.0,2026-04-11,2026-06-10,82,overdue
INV000333,CUST004973,259900.0,2026-07-12,2026-09-10,-10,not_yet_due
INV000334,CUST000741,127000.0,2026-06-08,2026-07-08,54,overdue
INV000335,CUST005454,15800.0,2026-07-14,2026-09-12,-10,overdue
INV000336,CUST000664,26500.0,2026-08-06,2026-09-20,-10,written_off
INV000337,CUST006625,260400.0,2026-04-04,2026-06-03,89,overdue
INV000338,CUST001710,51900.0,2026-03-02,2026-04-16,137,overdue
INV000339,CUST001470,23300.0,2026-05-28,2026-06-12,80,overdue
INV000340,CUST009577,31500.0,2026-05-01,2026-05-16,107,overdue
INV000341,CUST007805,29800.0,2026-05-22,2026-07-06,56,paid
INV000342,CUST003219,250600.0,2026-06-14,2026-07-14,48,paid
INV000343,CUST008112,191800.0,2026-07-26,2026-09-09,-9,not_yet_due
INV000344,CUST006814,15200.0,2026-03-27,2026-04-26,127,written_off
INV000345,CUST004744,85800.0,2026-03-10,2026-04-09,144,overdue
INV000346,CUST001971,101400.0,2026-03-08,2026-05-07,116,overdue
INV000347,CUST006506,68000.0,2026-02-22,2026-04-08,145,overdue
INV000348,CUST008203,121700.0,2026-06-17,2026-07-17,45,overdue
INV000349,CUST008520,19400.0,2026-07-14,2026-08-13,18,overdue
INV000350,CUST009209,73400.0,2026-03-24,2026-04-08,145,paid
INV000351,CUST008158,74700.0,2026-07-28,2026-08-27,4,overdue
INV000352,CUST000878,133100.0,2026-04-21,2026-05-21,102,overdue
INV000353,CUST002959,169900.0,2026-03-12,2026-03-27,157,overdue
INV000354,CUST004495,118100.0,2026-07-26,2026-08-25,6,paid
INV000355,CUST002216,35000.0,2026-06-18,2026-07-18,44,written_off
INV000356,CUST008736,52700.0,2026-07-15,2026-09-13,-10,not_yet_due
INV000357,CUST007345,80400.0,2026-04-19,2026-05-04,119,overdue
INV000358,CUST005451,193900.0,2026-04-21,2026-06-05,87,overdue
INV000359,CUST002383,24100.0,2026-02-25,2026-04-26,127,written_off
INV000360,CUST000086,25800.0,2026-07-21,2026-08-20,11,overdue
INV000361,CUST006084,36600.0,2026-03-26,2026-04-25,128,overdue
INV000362,CUST002743,18800.0,2026-05-26,2026-06-25,67,overdue
INV000363,CUST009981,101500.0,2026-05-31,2026-06-15,77,paid
INV000364,CUST008959,124300.0,2026-06-17,2026-08-16,15,overdue
INV000365,CUST008953,136100.0,2026-05-14,2026-06-28,64,overdue
INV000366,CUST003573,237300.0,2026-05-11,2026-07-10,52,paid
INV000367,CUST001568,50200.0,2026-04-24,2026-06-23,69,paid
INV000368,CUST003789,74500.0,2026-02-16,2026-03-03,181,overdue
INV000369,CUST007752,103100.0,2026-05-01,2026-05-16,107,paid
INV000370,CUST004849,16000.0,2026-06-14,2026-06-29,63,written_off
INV000371,CUST005972,103500.0,2026-07-20,2026-08-19,12,paid
INV000372,CUST000889,30900.0,2026-05-02,2026-07-01,61,written_off
INV000373,CUST000362,21300.0,2026-08-06,2026-08-21,10,overdue
INV000374,CUST006849,101100.0,2026-03-19,2026-04-03,150,overdue
INV000375,CUST005298,16100.0,2026-07-23,2026-08-07,24,overdue
INV000376,CUST002024,105900.0,2026-04-08,2026-05-08,115,overdue
INV000377,CUST007972,34300.0,2026-05-29,2026-07-13,49,written_off
INV000378,CUST003644,64100.0,2026-03-15,2026-04-14,139,overdue
INV000379,CUST008897,39300.0,2026-04-10,2026-05-10,113,overdue
INV000380,CUST003306,132500.0,2026-05-20,2026-06-19,73,overdue
INV000381,CUST003948,12500.0,2026-07-23,2026-08-07,24,overdue
INV000382,CUST006669,8700.0,2026-07-20,2026-08-04,27,written_off
INV000383,CUST004692,146700.0,2026-05-05,2026-07-04,58,paid
INV000384,CUST006326,18100.0,2026-07-13,2026-08-12,19,overdue
INV000385,CUST009079,65500.0,2026-06-29,2026-07-29,33,paid
INV000386,CUST002434,73400.0,2026-07-04,2026-09-02,-2,not_yet_due
