transaction_id,customer_id,amount,timestamp,payment_method,status,device,city
TXN0000045,CUST005975,1650.0,2026-06-16 14:56:43,Card,success,Android,Hyderabad
TXN0000046,CUST001561,620.0,2026-08-17 03:58:18,UPI,failed,iOS,Nagpur
TXN0000047,CUST000594,2320.0,2026-08-29 14:19:10,Wallet,failed,Android,Lucknow
TXN0000048,CUST000706,1720.0,2026-08-23 08:47:08,NetBanking,success,Desktop,Lucknow
TXN0000049,CUST006782,2780.0,2026-06-22 18:05:17,Card,success,Android,Indore
TXN0000050,CUST004473,1960.0,2026-08-30 21:05:24,Card,success,Desktop,Ahmedabad
TXN0000051,CUST004277,960.0,2026-06-14 14:57:29,Wallet,success,Android,Mumbai
TXN0000052,CUST004867,4190.0,2026-03-27 19:53:16,Card,success,Android,Nagpur
TXN0000053,CUST002503,1690.0,2026-08-20 11:59:09,UPI,success,Desktop,Nagpur
TXN0000054,CUST007257,2250.0,2026-08-30 16:16:48,UPI,success,iOS,Delhi
TXN0000055,CUST007061,330.0,2026-08-17 15:20:42,Wallet,failed,Android,Nagpur
TXN0000056,CUST005349,1110.0,2026-08-29 23:48:17,NetBanking,success,Android,Indore
TXN0000057,CUST000751,1500.0,2026-08-04 13:16:24,Card,success,iOS,Lucknow
TXN0000058,CUST001854,1410.0,2026-07-30 01:33:16,UPI,success,Desktop,Delhi
TXN0000059,CUST008721,3450.0,2026-08-30 03:43:33,UPI,abandoned,Desktop,Ahmedabad
TXN0000060,CUST000358,2210.0,2026-06-26 00:50:45,UPI,success,Android,Chennai
TXN0000061,CUST003793,1860.0,2026-05-16 07:33:43,Wallet,success,Desktop,Kolkata
TXN0000062,CUST002430,1070.0,2026-07-07 12:39:05,UPI,success,Android,Pune
TXN0000063,CUST008026,4230.0,2026-08-24 11:29:09,Wallet,success,iOS,Lucknow
TXN0000064,CUST000259,1720.0,2026-01-06 16:39:40,UPI,success,Android,Mumbai
TXN0000065,CUST006312,1260.0,2026-08-03 00:18:27,UPI,success,Android,Jaipur
TXN0000066,CUST004518,2440.0,2026-08-14 17:26:58,UPI,success,Android,Kolkata
TXN0000067,CUST006908,930.0,2026-08-27 21:23:40,Wallet,success,Android,Hyderabad
TXN0000068,CUST004739,1110.0,2026-08-19 18:42:28,UPI,failed,iOS,Indore
TXN0000069,CUST006158,2490.0,2026-02-18 09:41:40,Card,success,Android,Pune
TXN0000070,CUST005512,3160.0,2026-08-30 05:44:07,Card,failed,Desktop,Indore
TXN0000071,CUST002355,340.0,2026-07-25 08:09:19,UPI,abandoned,iOS,Ahmedabad
TXN0000072,CUST004151,2420.0,2026-07-26 02:15:46,Card,success,Android,Ahmedabad
TXN0000073,CUST008386,3200.0,2026-08-26 10:03:44,Card,success,Android,Chennai
TXN0000074,CUST002773,850.0,2026-07-22 00:25:41,UPI,success,Android,Pune
TXN0000075,CUST008977,1660.0,2026-05-19 00:23:40,Card,abandoned,iOS,Delhi
TXN0000076,CUST001735,1380.0,2026-08-13 04:06:45,UPI,success,iOS,Kolkata
TXN0000077,CUST001627,2520.0,2026-06-15 21:39:07,Card,abandoned,Android,Ahmedabad
TXN0000078,CUST009221,650.0,2026-07-24 04:45:38,UPI,failed,iOS,Hyderabad
TXN0000079,CUST002081,1790.0,2026-07-12 14:53:57,UPI,success,iOS,Nagpur
TXN0000080,CUST006109,1700.0,2026-07-25 15:53:11,UPI,success,Android,Pune
TXN0000081,CUST008699,440.0,2026-08-06 14:18:36,UPI,success,Desktop,Jaipur
TXN0000082,CUST000858,1860.0,2026-08-29 07:05:11,UPI,success,Android,Pune
TXN0000083,CUST004234,3280.0,2026-08-23 04:53:08,UPI,success,Android,Lucknow
TXN0000084,CUST006240,1970.0,2026-08-22 23:51:07,UPI,success,Android,Lucknow
TXN0000085,CUST008320,710.0,2026-08-23 10:16:46,Card,success,Android,Lucknow
TXN0000086,CUST009194,1070.0,2026-08-13 03:06:40,UPI,abandoned,iOS,Nagpur
TXN0000087,CUST002497,3660.0,2026-08-28 07:08:14,NetBanking,abandoned,iOS,Lucknow
TXN0000088,CUST004943,5820.0,2026-08-09 13:59:23,UPI,abandoned,Android,Jaipur
TXN0000089,CUST001482,2450.0,2026-02-22 10:20:38,Card,abandoned,Android,Delhi
TXN0000090,CUST007745,1680.0,2026-08-27 06:25:39,UPI,failed,Android,Delhi
TXN0000091,CUST000149,210.0,2026-08-21 02:50:44,UPI,abandoned,Android,Hyderabad
TXN0000092,CUST005564,3000.0,2026-08-11 16:30:40,UPI,failed,iOS,Hyderabad
TXN0000093,CUST008986,1130.0,2026-08-24 12:59:48,UPI,success,iOS,Mumbai
TXN0000094,CUST008911,1250.0,2026-08-05 18:03:06,Card,abandoned,Desktop,Lucknow
TXN0000095,CUST003804,2380.0,2026-07-09 13:16:02,UPI,success,iOS,Kolkata
TXN0000096,CUST007030,1450.0,2026-08-21 09:26:26,Card,success,Android,Indore
TXN0000097,CUST002062,1900.0,2026-07-12 01:05:57,UPI,success,Android,Hyderabad
TXN0000098,CUST002767,2650.0,2026-08-23 06:36:36,Card,success,Android,Ahmedabad
TXN0000099,CUST009804,270.0,2026-07-03 01:52:42,NetBanking,abandoned,Desktop,Jaipur
TXN0000100,CUST001856,1000.0,2026-08-01 22:41:45,UPI,success,Android,Bangalore
TXN0000101,CUST003438,1170.0,2026-08-29 21:10:16,Card,success,Android,Chennai
TXN0000102,CUST007588,1680.0,2026-08-15 02:43:39,UPI,success,iOS,Jaipur
TXN0000103,CUST002014,1270.0,2026-08-30 09:02:06,UPI,success,iOS,Kolkata
TXN0000104,CUST008649,530.0,2026-08-13 13:43:55,Wallet,success,iOS,Delhi
TXN0000105,CUST001761,350.0,2026-07-20 21:05:14,Wallet,success,Android,Lucknow
TXN0000106,CUST004215,2570.0,2026-08-08 02:36:06,UPI,success,iOS,Nagpur
TXN0000107,CUST006518,1450.0,2026-08-16 14:56:29,UPI,success,iOS,Delhi
TXN0000108,CUST002248,730.0,2026-08-25 23:28:28,Wallet,success,iOS,Bangalore
TXN0000109,CUST004476,1630.0,2026-08-18 06:00:03,UPI,success,iOS,Bangalore
TXN0000110,CUST004616,680.0,2026-07-09 11:06:45,Card,success,iOS,Mumbai
TXN0000111,CUST003130,1720.0,2026-06-19 09:14:58,Card,abandoned,Android,Chennai
TXN0000112,CUST007320,2030.0,2026-08-17 22:42:52,UPI,failed,iOS,Indore
TXN0000113,CUST008707,3210.0,2026-07-18 00:08:44,UPI,abandoned,Desktop,Bangalore
TXN0000114,CUST009582,1700.0,2026-02-02 01:01:34,UPI,success,Android,Delhi
TXN0000115,CUST001622,990.0,2026-08-14 03:23:38,UPI,failed,iOS,Ahmedabad
TXN0000116,CUST006521,910.0,2026-07-25 23:41:25,UPI,failed,Android,Mumbai
TXN0000117,CUST000891,2090.0,2026-08-25 16:52:49,Card,success,iOS,Nagpur
TXN0000118,CUST004242,1900.0,2026-08-09 18:33:42,Card,success,Android,Nagpur
TXN0000119,CUST006545,630.0,2026-08-30 07:23:40,NetBanking,success,Android,Chennai
TXN0000120,CUST004510,2470.0,2026-07-19 16:22:10,NetBanking,success,iOS,Indore
TXN0000121,CUST002270,1240.0,2026-08-24 02:39:06,Card,abandoned,Android,Ahmedabad
TXN0000122,CUST003201,530.0,2026-08-29 08:19:27,UPI,success,Desktop,Mumbai
TXN0000123,CUST002394,1770.0,2026-04-13 10:19:54,NetBanking,success,Android,Kolkata
TXN0000124,CUST009669,1230.0,2026-08-09 15:17:38,Card,success,Android,Kolkata
TXN0000125,CUST000584,860.0,2026-08-20 00:40:05,UPI,success,Android,Jaipur
TXN0000126,CUST007135,1790.0,2026-08-25 17:25:35,UPI,abandoned,iOS,Jaipur
TXN0000127,CUST007017,800.0,2026-08-30 15:15:25,UPI,success,iOS,Bangalore
TXN0000128,CUST008618,1350.0,2026-08-29 01:54:41,UPI,success,Desktop,Bangalore
TXN0000129,CUST001511,870.0,2026-08-24 20:16:39,NetBanking,success,Android,Jaipur
TXN0000130,CUST003564,1050.0,2026-07-19 21:09:41,UPI,success,iOS,Nagpur
TXN0000131,CUST001507,2140.0,2026-08-08 19:20:25,NetBanking,success,Desktop,Chennai
TXN0000132,CUST004746,2130.0,2026-05-21 02:00:57,UPI,success,iOS,Chennai
TXN0000133,CUST004970,1420.0,2026-07-19 10:50:35,UPI,success,iOS,Pune
TXN0000134,CUST003144,1600.0,2026-04-14 09:13:34,UPI,success,iOS,Pune
TXN0000135,CUST004710,4560.0,2026-08-27 19:16:53,NetBanking,success,Android,Pune
TXN0000136,CUST003555,1950.0,2026-08-04 03:57:22,NetBanking,success,Android,Ahmedabad
TXN0000137,CUST003560,1930.0,2026-06-20 07:17:23,Wallet,success,Android,Ahmedabad
TXN0000138,CUST007257,990.0,2026-08-14 21:19:52,Card,success,Android,Delhi
TXN0000139,CUST006223,520.0,2026-08-31 04:50:28,Wallet,success,Android,Indore
TXN0000140,CUST009149,1040.0,2026-07-15 00:57:03,NetBanking,failed,Desktop,Hyderabad
TXN0000141,CUST004679,770.0,2026-03-04 07:19:20,UPI,success,Android,Hyderabad
TXN0000142,CUST008496,1870.0,2026-08-16 18:44:48,Card,success,Desktop,Chennai
TXN0000143,CUST005276,3260.0,2026-03-03 05:24:13,UPI,success,Desktop,Delhi
TXN0000144,CUST006109,1560.0,2026-08-03 04:57:01,UPI,success,Desktop,Pune
TXN0000145,CUST005012,620.0,2026-07-29 04:45:28,UPI,success,iOS,Indore
TXN0000146,CUST002503,910.0,2026-08-27 17:04:41,UPI,success,Android,Nagpur
TXN0000147,CUST005055,1440.0,2026-08-15 06:11:44,UPI,success,Android,Nagpur
TXN0000148,CUST008987,2310.0,2026-08-06 11:22:34,Card,failed,Android,Ahmedabad
TXN0000149,CUST002595,870.0,2026-07-19 06:25:37,UPI,failed,Android,Delhi
TXN0000150,CUST001270,4070.0,2026-08-23 02:47:50,UPI,abandoned,Android,Ahmedabad
TXN0000151,CUST003705,2940.0,2026-04-05 22:15:35,UPI,failed,iOS,Hyderabad
TXN0000152,CUST000810,950.0,2026-08-23 04:11:37,UPI,success,Android,Lucknow
TXN0000153,CUST002916,1690.0,2026-08-18 10:57:42,UPI,success,Android,Lucknow
TXN0000154,CUST003244,200.0,2026-08-16 02:36:58,UPI,abandoned,iOS,Ahmedabad
TXN0000155,CUST005646,250.0,2026-08-28 18:41:23,Card,success,iOS,Hyderabad
TXN0000156,CUST001493,1370.0,2026-08-02 07:46:19,NetBanking,success,Desktop,Kolkata
TXN0000157,CUST003304,660.0,2026-08-30 05:46:06,Wallet,abandoned,Android,Lucknow
TXN0000158,CUST004490,1390.0,2026-06-03 06:45:48,UPI,abandoned,iOS,Jaipur
TXN0000159,CUST003805,1600.0,2026-03-28 16:44:11,Card,success,iOS,Chennai
TXN0000160,CUST004356,2470.0,2026-08-24 11:26:43,UPI,success,Android,Mumbai
TXN0000161,CUST003957,1940.0,2026-07-08 04:50:27,Card,abandoned,iOS,Nagpur
TXN0000162,CUST003232,1560.0,2026-08-17 19:16:34,UPI,success,iOS,Mumbai
TXN0000163,CUST003911,2420.0,2026-08-14 16:22:33,UPI,success,Android,Delhi
TXN0000164,CUST003151,1780.0,2026-02-11 12:14:03,NetBanking,success,iOS,Kolkata
TXN0000165,CUST004899,880.0,2026-08-06 00:00:16,UPI,success,Android,Bangalore
TXN0000166,CUST009535,510.0,2026-07-22 09:17:04,Card,success,Android,Nagpur
TXN0000167,CUST002203,2330.0,2026-07-31 06:12:16,UPI,success,iOS,Delhi
TXN0000168,CUST000640,950.0,2026-08-24 19:02:50,UPI,success,Android,Delhi
TXN0000169,CUST002916,840.0,2026-08-28 19:47:58,NetBanking,success,Desktop,Lucknow
TXN0000170,CUST006631,1340.0,2026-08-27 01:40:50,NetBanking,failed,Android,Indore
TXN0000171,CUST002111,1870.0,2026-08-21 17:07:34,UPI,success,Android,Bangalore
TXN0000172,CUST005199,1260.0,2026-08-11 01:50:53,UPI,failed,Android,Jaipur
TXN0000173,CUST001603,460.0,2026-08-25 21:42:55,UPI,failed,Android,Ahmedabad
TXN0000174,CUST004822,1640.0,2026-07-14 23:06:25,Card,failed,Desktop,Jaipur
TXN0000175,CUST002168,1900.0,2026-08-25 23:21:06,Card,abandoned,Android,Delhi
TXN0000176,CUST007529,1650.0,2026-07-30 15:30:38,UPI,abandoned,Desktop,Jaipur
TXN0000177,CUST004419,860.0,2026-03-12 03:12:59,Wallet,abandoned,Android,Pune
TXN0000178,CUST000617,970.0,2026-08-29 22:40:21,Card,success,Android,Hyderabad
TXN0000179,CUST008509,960.0,2026-07-29 21:46:46,Card,abandoned,iOS,Indore
TXN0000180,CUST004253,1480.0,2026-08-05 22:21:14,UPI,failed,iOS,Mumbai
TXN0000181,CUST000864,430.0,2026-08-24 08:48:59,UPI,success,Desktop,Chennai
TXN0000182,CUST004486,340.0,2026-08-04 08:01:16,UPI,success,Desktop,Pune
TXN0000183,CUST003224,1100.0,2026-07-28 22:32:04,Card,success,Android,Nagpur
TXN0000184,CUST002389,1070.0,2026-07-31 17:23:51,UPI,abandoned,Android,Nagpur
TXN0000185,CUST009067,860.0,2026-08-14 09:06:55,UPI,success,Android,Ahmedabad
TXN0000186,CUST006615,1530.0,2026-08-27 14:41:39,UPI,success,iOS,Chennai
TXN0000187,CUST006874,700.0,2026-08-03 23:37:40,UPI,success,Android,Ahmedabad
TXN0000188,CUST009396,5140.0,2026-07-18 22:20:13,Wallet,success,Android,Hyderabad
TXN0000189,CUST002352,870.0,2026-08-10 21:05:13,UPI,success,iOS,Pune
TXN0000190,CUST006692,3050.0,2026-03-15 07:06:38,UPI,success,Desktop,Ahmedabad
TXN0000191,CUST005736,670.0,2026-08-30 03:41:08,UPI,success,iOS,Bangalore
TXN0000192,CUST007155,600.0,2026-08-26 18:03:26,Card,success,Android,Bangalore
TXN0000193,CUST001590,3280.0,2026-08-17 21:19:25,UPI,abandoned,Android,Nagpur
TXN0000194,CUST000709,530.0,2026-08-22 07:37:55,UPI,success,Desktop,Jaipur
TXN0000195,CUST002820,910.0,2026-08-11 16:55:12,UPI,success,Android,Pune
TXN0000196,CUST000453,1710.0,2026-08-22 00:28:09,UPI,success,Desktop,Lucknow
TXN0000197,CUST004295,960.0,2026-08-24 04:08:54,Wallet,abandoned,Desktop,Kolkata
TXN0000198,CUST008809,330.0,2026-05-13 03:11:11,UPI,success,Android,Mumbai
TXN0000199,CUST005155,3020.0,2026-04-24 05:57:47,Card,success,Android,Lucknow
TXN0000200,CUST006294,1900.0,2026-07-30 07:11:42,UPI,success,Desktop,Indore
TXN0000201,CUST003197,2980.0,2026-08-24 02:08:23,UPI,failed,Android,Chennai
TXN0000202,CUST009390,940.0,2026-01-27 08:45:38,NetBanking,success,Android,Nagpur
TXN0000203,CUST002992,1510.0,2026-08-26 00:10:50,UPI,success,Android,Indore
TXN0000204,CUST005001,1350.0,2026-07-25 20:34:29,Card,success,Android,Lucknow
TXN0000205,CUST001149,1120.0,2026-07-13 13:27:10,UPI,success,Desktop,Pune
TXN0000206,CUST003095,1360.0,2026-08-14 21:25:11,UPI,success,Android,Mumbai
TXN0000207,CUST008312,950.0,2026-08-19 14:50:54,UPI,failed,Android,Ahmedabad
TXN0000208,CUST002441,1890.0,2026-06-15 06:06:05,UPI,failed,Desktop,Bangalore
TXN0000209,CUST003897,2930.0,2026-08-07 07:54:44,Card,success,iOS,Bangalore
TXN0000210,CUST003163,680.0,2026-08-24 06:02:05,UPI,success,Android,Bangalore
TXN0000211,CUST007845,1120.0,2026-08-10 23:57:19,Card,success,Android,Hyderabad
TXN0000212,CUST003806,1340.0,2026-05-12 00:36:23,UPI,abandoned,iOS,Bangalore
TXN0000213,CUST003245,1290.0,2026-08-20 23:40:01,UPI,failed,Android,Indore
TXN0000214,CUST001180,890.0,2026-08-04 12:59:26,NetBanking,success,Android,Delhi
TXN0000215,CUST001542,800.0,2026-06-24 02:21:42,UPI,failed,iOS,Indore
TXN0000216,CUST005422,2670.0,2026-08-16 05:56:58,Card,failed,Android,Kolkata
TXN0000217,CUST008806,1070.0,2026-07-31 01:38:30,Card,success,iOS,Ahmedabad
TXN0000218,CUST006106,910.0,2026-08-13 20:08:14,UPI,success,iOS,Kolkata
TXN0000219,CUST003071,570.0,2026-03-14 12:37:49,UPI,success,Android,Bangalore
TXN0000220,CUST000281,430.0,2026-02-12 08:14:07,Card,failed,iOS,Nagpur
TXN0000221,CUST007737,1390.0,2026-08-24 07:55:44,Card,success,iOS,Nagpur
TXN0000222,CUST003591,2920.0,2026-08-17 13:27:58,UPI,success,iOS,Hyderabad
TXN0000223,CUST006781,1000.0,2026-07-20 10:48:20,UPI,success,iOS,Hyderabad
TXN0000224,CUST003677,770.0,2026-08-06 14:35:31,UPI,failed,iOS,Pune
TXN0000225,CUST006400,4010.0,2026-08-24 09:46:59,Card,failed,iOS,Ahmedabad
TXN0000226,CUST006921,3250.0,2026-07-28 12:41:40,UPI,success,iOS,Pune
TXN0000227,CUST003232,2130.0,2026-08-28 04:13:06,Card,failed,Android,Mumbai
TXN0000228,CUST008681,790.0,2026-08-23 13:55:42,UPI,success,iOS,Nagpur
TXN0000229,CUST004940,440.0,2026-05-20 03:36:28,Card,failed,iOS,Mumbai
TXN0000230,CUST005292,840.0,2026-08-18 07:52:14,NetBanking,success,iOS,Bangalore
TXN0000231,CUST009513,2450.0,2026-08-09 11:16:10,Card,success,Android,Mumbai
TXN0000232,CUST001498,1930.0,2026-08-11 08:57:43,UPI,failed,Desktop,Kolkata
TXN0000233,CUST008266,1460.0,2026-08-26 21:04:39,UPI,success,iOS,Pune
TXN0000234,CUST006027,1260.0,2026-02-25 23:48:09,Wallet,success,Desktop,Mumbai
TXN0000235,CUST007208,640.0,2026-02-27 23:26:26,UPI,success,Android,Kolkata
TXN0000236,CUST000753,1630.0,2026-08-14 15:41:07,Card,success,Android,Nagpur
TXN0000237,CUST003063,1440.0,2026-07-19 06:10:12,UPI,failed,Android,Mumbai
TXN0000238,CUST004695,1480.0,2026-08-22 01:49:47,Card,success,Android,Mumbai
TXN0000239,CUST004387,1240.0,2026-08-30 04:30:04,NetBanking,abandoned,Desktop,Bangalore
TXN0000240,CUST007621,1610.0,2026-08-04 15:11:18,Card,success,iOS,Kolkata
TXN0000241,CUST003793,1450.0,2026-05-16 05:19:02,UPI,abandoned,Android,Kolkata
TXN0000242,CUST007424,960.0,2026-08-19 16:24:50,UPI,success,iOS,Lucknow
TXN0000243,CUST008104,1830.0,2026-08-09 10:09:53,UPI,success,Android,Pune
TXN0000244,CUST000923,1640.0,2026-08-30 12:29:14,UPI,success,iOS,Delhi
TXN0000245,CUST005507,1590.0,2026-08-03 11:39:17,Card,success,Android,Mumbai
TXN0000246,CUST000900,2990.0,2026-08-27 21:23:17,UPI,success,iOS,Delhi
TXN0000247,CUST005546,920.0,2026-06-26 06:11:15,UPI,success,iOS,Delhi
TXN0000248,CUST009039,4030.0,2026-08-17 15:21:29,Wallet,success,Desktop,Bangalore
TXN0000249,CUST008074,1860.0,2026-07-14 15:55:40,UPI,success,iOS,Delhi
TXN0000250,CUST001602,1420.0,2026-08-11 16:38:17,Card,success,iOS,Chennai
TXN0000251,CUST003341,1850.0,2026-08-29 10:39:06,Wallet,abandoned,Android,Chennai
TXN0000252,CUST007852,630.0,2026-08-24 02:34:11,UPI,success,Desktop,Lucknow
TXN0000253,CUST002415,2310.0,2026-08-08 17:26:15,UPI,success,Android,Delhi
TXN0000254,CUST001348,1840.0,2026-08-03 07:09:37,UPI,success,Android,Jaipur
TXN0000255,CUST005391,1310.0,2026-06-03 17:10:53,NetBanking,success,iOS,Indore
TXN0000256,CUST004395,1920.0,2026-08-19 18:44:06,UPI,failed,Android,Lucknow
TXN0000257,CUST003295,2010.0,2026-08-28 21:26:01,Card,abandoned,Android,Lucknow
TXN0000258,CUST000603,580.0,2026-08-13 12:05:12,UPI,success,Desktop,Bangalore
TXN0000259,CUST002186,2770.0,2026-08-28 11:47:18,Card,success,Desktop,Indore
TXN0000260,CUST005771,1740.0,2026-07-11 01:33:04,UPI,failed,Desktop,Mumbai
TXN0000261,CUST006517,770.0,2026-08-13 16:44:27,UPI,failed,Android,Nagpur
TXN0000262,CUST001539,2690.0,2026-07-20 06:00:13,Card,success,Android,Jaipur
TXN0000263,CUST005916,720.0,2026-06-26 03:07:11,Card,success,Desktop,Bangalore
TXN0000264,CUST002848,2430.0,2026-04-20 05:32:22,UPI,success,iOS,Delhi
TXN0000265,CUST008917,420.0,2026-08-27 17:37:19,UPI,success,iOS,Mumbai
TXN0000266,CUST005491,600.0,2026-08-10 08:56:54,Card,success,Android,Indore
TXN0000267,CUST000542,2720.0,2026-08-07 00:22:47,UPI,success,Android,Lucknow
TXN0000268,CUST009408,1590.0,2026-08-30 11:00:18,Card,success,iOS,Jaipur
TXN0000269,CUST006393,1530.0,2026-06-10 06:51:06,Wallet,success,iOS,Jaipur
TXN0000270,CUST002390,1110.0,2026-04-30 23:51:57,UPI,success,iOS,Jaipur
TXN0000271,CUST004049,980.0,2026-08-31 00:59:04,Wallet,success,Android,Kolkata
TXN0000272,CUST009715,3460.0,2026-04-10 21:41:57,NetBanking,success,Desktop,Nagpur
TXN0000273,CUST004641,1160.0,2026-08-22 18:37:12,UPI,failed,iOS,Mumbai
TXN0000274,CUST008710,290.0,2026-07-23 06:47:58,Card,success,Desktop,Mumbai
TXN0000275,CUST004504,1930.0,2026-08-22 22:24:14,NetBanking,success,Android,Chennai
TXN0000276,CUST004854,1870.0,2026-08-21 22:27:12,Wallet,success,Desktop,Chennai
TXN0000277,CUST003934,1990.0,2026-04-26 22:09:45,UPI,success,iOS,Pune
TXN0000278,CUST009297,3610.0,2026-07-17 08:49:54,NetBanking,success,Android,Pune
TXN0000279,CUST003599,1770.0,2026-04-08 20:09:10,UPI,success,iOS,Bangalore
TXN0000280,CUST008682,1460.0,2026-07-27 19:36:26,Card,success,Desktop,Kolkata
TXN0000281,CUST004706,790.0,2026-06-28 17:27:44,NetBanking,success,Desktop,Hyderabad
TXN0000282,CUST008640,2630.0,2026-05-08 00:54:44,UPI,success,Android,Jaipur
TXN0000283,CUST000256,640.0,2026-08-20 15:59:58,Card,success,Android,Delhi
TXN0000284,CUST006669,570.0,2026-08-05 21:05:17,Card,success,Android,Pune
TXN0000285,CUST007308,2840.0,2026-08-31 16:44:55,Card,success,Android,Kolkata
TXN0000286,CUST000950,1920.0,2026-08-15 20:34:01,UPI,success,iOS,Bangalore
TXN0000287,CUST006188,340.0,2026-05-03 13:48:40,UPI,success,Android,Hyderabad
TXN0000288,CUST009647,760.0,2026-08-28 00:10:11,Card,abandoned,Android,Hyderabad
TXN0000289,CUST008012,870.0,2026-08-16 15:30:04,Card,failed,Desktop,Hyderabad
TXN0000290,CUST003542,1230.0,2026-07-28 14:52:17,NetBanking,success,Android,Chennai
TXN0000291,CUST004348,1780.0,2026-08-19 20:51:23,UPI,success,iOS,Hyderabad
TXN0000292,CUST000012,490.0,2026-08-26 16:40:45,NetBanking,success,Android,Chennai
TXN0000293,CUST006757,1980.0,2026-08-15 23:13:32,UPI,success,iOS,Pune
TXN0000294,CUST008600,760.0,2026-06-10 23:33:12,UPI,failed,Android,Mumbai
TXN0000295,CUST001154,4420.0,2026-08-05 11:28:58,Wallet,success,Android,Delhi
TXN0000296,CUST001180,3140.0,2026-07-17 16:20:23,UPI,abandoned,Android,Delhi
TXN0000297,CUST006500,1120.0,2026-08-03 07:00:03,UPI,failed,Android,Jaipur
TXN0000298,CUST005834,4550.0,2026-08-11 16:07:26,UPI,abandoned,Android,Indore
